,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,Category
0,0.35650888085365295,0.9886870384216309,0.4517049789428711,0.8691747784614563,0.5125281810760498,0.711567759513855,0.5683603882789612,0.6070242524147034,0.6315704584121704,0.5403045415878296,0.39023563265800476,0.5001555681228638,0.4023602604866028,0.3190866708755493,0.41508063673973083,0.2075974941253662,0.433114618062973,0.10922563076019287,0.30624499917030334,0.5206767320632935,0.28001585602760315,0.3371501564979553,0.2749280035495758,0.22320008277893066,0.28023725748062134,0.13602691888809204,0.23417668044567108,0.584135890007019,0.19525976479053497,0.41556382179260254,0.1923583745956421,0.31508952379226685,0.20307473838329315,0.2420668601989746,0.16803954541683197,0.6802646517753601,0.11745178699493408,0.5444972515106201,0.10321848094463348,0.44644397497177124,0.10887543857097626,0.35720133781433105,Paper
1,0.3452877700328827,0.9909351468086243,0.4520648717880249,0.8693453073501587,0.5114622116088867,0.7098836302757263,0.5586246252059937,0.5946440100669861,0.6214925050735474,0.5202681422233582,0.3779272437095642,0.5030863285064697,0.3870308995246887,0.315023809671402,0.39325493574142456,0.19149816036224365,0.40115511417388916,0.08224016427993774,0.28942081332206726,0.5260944366455078,0.2553742527961731,0.3432042598724365,0.2444610297679901,0.22444918751716614,0.2423427850008011,0.12263956665992737,0.2151668220758438,0.5917607545852661,0.1741458773612976,0.42426598072052,0.16329877078533173,0.30680176615715027,0.1627378910779953,0.20162156224250793,0.1505981981754303,0.6894045472145081,0.09765908122062683,0.5552257299423218,0.07229050993919373,0.45247018337249756,0.05929452180862427,0.34699106216430664,Paper
2,0.3407091796398163,0.989150881767273,0.4463169574737549,0.8648871779441833,0.5026071071624756,0.7059379816055298,0.5470644235610962,0.5945156216621399,0.6111322045326233,0.5181792378425598,0.362907350063324,0.5044367909431458,0.36884212493896484,0.309125155210495,0.3688969910144806,0.1807253360748291,0.3724551498889923,0.06860911846160889,0.2712859511375427,0.5319089889526367,0.23288720846176147,0.3427034020423889,0.21988072991371155,0.21113047003746033,0.2164420187473297,0.09597384929656982,0.19815455377101898,0.6039774417877197,0.1524675339460373,0.43648475408554077,0.13555116951465607,0.3172006905078888,0.12852635979652405,0.20943152904510498,0.13946370780467987,0.7093692421913147,0.08590005338191986,0.5906601548194885,0.0554066002368927,0.49990496039390564,0.033043622970581055,0.4075293242931366,Paper
3,0.323076993227005,0.9890333414077759,0.43210917711257935,0.8655118942260742,0.49128034710884094,0.7104673981666565,0.5332096815109253,0.5972810983657837,0.5908610820770264,0.511907696723938,0.3484078347682953,0.5074406862258911,0.34892532229423523,0.30489954352378845,0.3449459373950958,0.17023509740829468,0.34443414211273193,0.05068570375442505,0.2529416084289551,0.5300006866455078,0.2109493613243103,0.3408748507499695,0.19589045643806458,0.21128204464912415,0.19111603498458862,0.09777799248695374,0.17515408992767334,0.5965924859046936,0.12693150341510773,0.42669758200645447,0.10947935283184052,0.30390283465385437,0.10264399647712708,0.19508501887321472,0.11150108277797699,0.6949384808540344,0.055231451988220215,0.5627248883247375,0.022982388734817505,0.46751275658607483,-0.0008835196495056152,0.37579345703125,Paper
4,0.3203156292438507,0.9921329021453857,0.42462050914764404,0.8668819069862366,0.47808247804641724,0.6960880756378174,0.5140582323074341,0.5747329592704773,0.5702835321426392,0.4885622262954712,0.3283635377883911,0.49369603395462036,0.3209308683872223,0.2990255653858185,0.3117019534111023,0.16982412338256836,0.3059382438659668,0.055807530879974365,0.23450060188770294,0.5207577347755432,0.19003881514072418,0.3327271640300751,0.17044763267040253,0.20387262105941772,0.1603546291589737,0.09050828218460083,0.15944969654083252,0.5897085666656494,0.11028599739074707,0.4208575487136841,0.08800573647022247,0.3010261654853821,0.07467277348041534,0.19422143697738647,0.0978076159954071,0.6911298632621765,0.03982710838317871,0.5602370500564575,0.0053823888301849365,0.47188276052474976,-0.021640926599502563,0.3861353397369385,Paper
5,0.3120189905166626,0.9880967140197754,0.41127169132232666,0.8588113784790039,0.46378177404403687,0.6872051358222961,0.5006567239761353,0.5615010857582092,0.5478554368019104,0.4710175693035126,0.30788445472717285,0.4887114465236664,0.29374200105667114,0.30344927310943604,0.28078994154930115,0.18166443705558777,0.26956480741500854,0.07623481750488281,0.21806854009628296,0.516706645488739,0.16940990090370178,0.3292502462863922,0.14864477515220642,0.20347711443901062,0.13505610823631287,0.09596335887908936,0.1460544914007187,0.5853834748268127,0.092042475938797,0.4160957932472229,0.06559878587722778,0.29383864998817444,0.04629489779472351,0.18632832169532776,0.08763547241687775,0.6861838102340698,0.02363651990890503,0.5599720478057861,-0.015300333499908447,0.4801732897758484,-0.04838448762893677,0.4066551923751831,Paper
6,0.305950790643692,0.9797921180725098,0.40644657611846924,0.8496853113174438,0.458313524723053,0.6729033589363098,0.49123847484588623,0.5479142665863037,0.5383214950561523,0.4535783529281616,0.2980524003505707,0.47763872146606445,0.28299975395202637,0.29375436902046204,0.27093830704689026,0.17318841814994812,0.2616320252418518,0.06983274221420288,0.20915168523788452,0.5065511465072632,0.16241827607154846,0.3217660188674927,0.13843180239200592,0.19554826617240906,0.12139268219470978,0.08695194125175476,0.13786402344703674,0.5748941898345947,0.08691559731960297,0.4077931344509125,0.05877014994621277,0.28770357370376587,0.03702397644519806,0.17923107743263245,0.07927222549915314,0.6752204298973083,0.01992565393447876,0.5588449239730835,-0.015555232763290405,0.4841485917568207,-0.04575762152671814,0.41248857975006104,Paper
7,0.3000214099884033,0.9681988954544067,0.4015176296234131,0.8388097286224365,0.4521116018295288,0.6615843176841736,0.488608181476593,0.536696195602417,0.5382881760597229,0.44613710045814514,0.2951606512069702,0.4647841155529022,0.2838790714740753,0.2858186960220337,0.27551335096359253,0.1678977906703949,0.26861298084259033,0.06578171253204346,0.20656411349773407,0.49088776111602783,0.15952762961387634,0.31090474128723145,0.13591209053993225,0.18810608983039856,0.11899816989898682,0.08169347047805786,0.13484472036361694,0.5576050281524658,0.08511455357074738,0.3929029405117035,0.057576507329940796,0.27311065793037415,0.03576737642288208,0.16420316696166992,0.0754661113023758,0.6558629274368286,0.015265941619873047,0.5387119054794312,-0.021855264902114868,0.4654437303543091,-0.05436486005783081,0.39461660385131836,Paper
8,0.3005678951740265,0.9627499580383301,0.39927947521209717,0.8344486355781555,0.45381641387939453,0.6588093042373657,0.4911375045776367,0.5330806374549866,0.5357674360275269,0.4413423538208008,0.2964572012424469,0.4636572599411011,0.2920190691947937,0.2856835126876831,0.2865104377269745,0.1691843569278717,0.28039953112602234,0.06831282377243042,0.20795762538909912,0.4844478964805603,0.16429272294044495,0.3018897473812103,0.13924911618232727,0.18132776021957397,0.11945757269859314,0.0777832567691803,0.13608701527118683,0.5467355847358704,0.08867257833480835,0.37767887115478516,0.06189370155334473,0.2604692876338959,0.039663538336753845,0.15527352690696716,0.07644414901733398,0.6418790817260742,0.015970692038536072,0.5241842865943909,-0.021812617778778076,0.4516511857509613,-0.05536052584648132,0.3840005397796631,Paper
9,0.30151620507240295,0.9625707268714905,0.40034595131874084,0.8357312679290771,0.4563366770744324,0.6592837572097778,0.49495652318000793,0.5295749306678772,0.5393626093864441,0.43599173426628113,0.2993518114089966,0.4654008746147156,0.29642969369888306,0.2898372411727905,0.2908441722393036,0.1740279495716095,0.28464171290397644,0.07446330785751343,0.21225421130657196,0.48182839155197144,0.17011533677577972,0.2977414131164551,0.1464470773935318,0.17623183131217957,0.12810632586479187,0.07264971733093262,0.1401902139186859,0.5419178009033203,0.09371738135814667,0.3706611394882202,0.06835776567459106,0.2531253695487976,0.04740625619888306,0.14899948239326477,0.07941041886806488,0.6365917921066284,0.0203477144241333,0.5183743834495544,-0.017763108015060425,0.4466778039932251,-0.052756935358047485,0.38175782561302185,Paper
